Fecha,Recurso,Tipo Generación,Combustible,Código Agente,Tipo Despacho,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version
2019-03-14 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4624.91,28916.98,41219.45,42236.47,43564.61,43007.72,44584.59,44657.38,38384.44,34736.3,23536.12,4578.61,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-15 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4198.46,22251.09,38542.68,44170.4,44424.4,45709.01,45589.52,45357.47,41152.53,24773.17,23075.23,2220.12,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-16 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4668.49,28916.75,43039.2,47652.68,49405.94,49461.72,49652.65,48550.11,46267.98,40271.21,28380.85,5966.72,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-17 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4871.08,29562.39,42680.11,46501.42,47623.21,46801.88,42749.39,21403.11,0.0,0.0,9981.25,2702.49,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-18 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4942.41,28272.29,39105.31,45371.23,49023.24,47796.9,43306.45,42677.82,40654.0,33174.89,25061.63,5482.98,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-19 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,2331.23,4063.99,15963.52,22931.37,33734.39,33199.29,40606.55,33107.17,30181.88,31705.73,15897.16,2206.19,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-20 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1592.46,4531.29,22011.42,35106.35,39630.36,39417.28,37473.33,37212.84,32289.57,29942.57,19870.0,2523.08,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-21 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,316.95,3699.47,11666.78,30635.62,26777.98,35659.55,37340.51,39185.25,36476.28,30513.35,14740.59,1080.16,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-22 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,3029.05,17414.77,25245.44,24761.36,32747.96,35463.64,36703.44,38042.98,22636.25,10670.75,3863.11,459.75,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-23 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,3479.14,9297.21,27881.02,37751.24,37138.81,40435.94,41136.27,37700.82,34829.1,24641.88,15783.31,2689.9,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-24 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4449.77,14455.16,29061.62,36152.73,36533.86,38486.57,36419.01,30905.01,32793.32,24067.92,11235.5,2629.33,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-25 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4159.02,21992.89,30508.66,34680.28,35241.03,35119.81,35271.11,34267.43,32144.99,29284.88,19732.65,4151.6,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-26 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,3486.26,17455.8,25752.99,24189.92,33021.95,39614.34,41798.62,40425.13,37515.22,30780.99,23850.86,3522.7,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-27 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,3975.05,21010.99,31130.32,38605.55,34691.48,32111.4,41232.61,40759.98,36429.32,30118.75,11291.63,2431.09,0.0,0.0,0.0,0.0,0.0,0.0,TX5
